,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Victoria Village,43.7357352,-79.3124184,Jatujak,43.736207542145884,-79.30766830088342,Thai Restaurant
1,Victoria Village,43.7357352,-79.3124184,house of contractors,43.73657410000001,-79.31174329999999,Outdoor Supply Store
2,Victoria Village,43.7357352,-79.3124184,Artistic Nails,43.73612,-79.30808,Spa
3,Victoria Village,43.7357352,-79.3124184,The Prince - Shisha Lounge,43.736602724746405,-79.30781173902841,Middle Eastern Restaurant
4,Victoria Village,43.7357352,-79.3124184,Tagpuan,43.735943360819704,-79.30765061665487,Asian Restaurant
5,Victoria Village,43.7357352,-79.3124184,TTC Bus #24 Victoria Park Ave,43.73519712929972,-79.30697679519653,Bus Line
6,Victoria Village,43.7357352,-79.3124184,Bamboo Garden,43.73596810935831,-79.30623638143747,Chinese Restaurant
7,Victoria Village,43.7357352,-79.3124184,K C McFlys,43.73598654734451,-79.30620886692107,Wings Joint
8,Harbourfront,43.6405521,-79.37893709999999,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
9,Harbourfront,43.6405521,-79.37893709999999,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
10,Harbourfront,43.6405521,-79.37893709999999,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
11,Harbourfront,43.6405521,-79.37893709999999,Miku,43.64137436,-79.37753063,Japanese Restaurant
12,Harbourfront,43.6405521,-79.37893709999999,BeaverTails,43.63989909345207,-79.380196784021,Bakery
13,Harbourfront,43.6405521,-79.37893709999999,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
14,Harbourfront,43.6405521,-79.37893709999999,Sharetea-Waterfront,43.640175967763966,-79.37960567018246,Bubble Tea Shop
15,Harbourfront,43.6405521,-79.37893709999999,Real Sports Bar & Grill,43.64255846521551,-79.37996506690979,Sports Bar
16,Harbourfront,43.6405521,-79.37893709999999,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
17,Harbourfront,43.6405521,-79.37893709999999,Longo's Maple Leaf Square,43.64251679604069,-79.38139301653129,Supermarket
18,Harbourfront,43.6405521,-79.37893709999999,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
19,Harbourfront,43.6405521,-79.37893709999999,Fleck Dance Theater,43.638300366812686,-79.3804699399247,Dance Studio
20,Harbourfront,43.6405521,-79.37893709999999,Pearl Harbourfront,43.63815654013541,-79.38068763743328,Chinese Restaurant
21,Harbourfront,43.6405521,-79.37893709999999,iQ Food Co,43.642851,-79.382081,Salad Place
22,Harbourfront,43.6405521,-79.37893709999999,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
23,Harbourfront,43.6405521,-79.37893709999999,Le Germain Hotel Toronto Maple Leaf Square,43.64312502979691,-79.38091770864038,Hotel
24,Harbourfront,43.6405521,-79.37893709999999,Harbour Sixty Steakhouse,43.64222021431867,-79.37794459004243,Steakhouse
25,Harbourfront,43.6405521,-79.37893709999999,e11even,43.64242558687748,-79.38144094115985,New American Restaurant
26,Harbourfront,43.6405521,-79.37893709999999,Natrel Pond/Rink,43.6384313677662,-79.38252754335107,Skating Rink
27,Harbourfront,43.6405521,-79.37893709999999,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
28,Harbourfront,43.6405521,-79.37893709999999,Boxcar Social,43.63831906511549,-79.38246311921247,Café
29,Harbourfront,43.6405521,-79.37893709999999,"The Westin Harbour Castle, Toronto",43.64121139206991,-79.37574863433838,Hotel
30,Harbourfront,43.6405521,-79.37893709999999,TELUS Store,43.64331243103257,-79.38099939294844,Office
31,Harbourfront,43.6405521,-79.37893709999999,The Power Plant,43.63827200397285,-79.38199390946676,Art Gallery
32,Harbourfront,43.6405521,-79.37893709999999,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
33,Harbourfront,43.6405521,-79.37893709999999,The Chartroom Bar & Lounge,43.640485908474695,-79.37604353917551,Hotel Bar
34,Harbourfront,43.6405521,-79.37893709999999,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
35,Harbourfront,43.6405521,-79.37893709999999,Evviva Restaurant,43.64157991761808,-79.38345644030795,Deli / Bodega
36,Harbourfront,43.6405521,-79.37893709999999,Joe Bird,43.6382035241723,-79.38035466343936,Fried Chicken Joint
37,Harbourfront,43.6405521,-79.37893709999999,Alexandro's World Famous Gyros,43.6416627086796,-79.3752137736969,Greek Restaurant
38,Harbourfront,43.6405521,-79.37893709999999,Aroma Espresso Bar,43.6423209103846,-79.38374932648954,Café
39,Harbourfront,43.6405521,-79.37893709999999,Taverna Mercatto,43.64262514139939,-79.38325673989138,Italian Restaurant
40,Harbourfront,43.6405521,-79.37893709999999,Lick It Gelato,43.63925633222479,-79.38464951914256,Ice Cream Shop
41,Harbourfront,43.6405521,-79.37893709999999,Booster Juice,43.64322536,-79.3812383,Smoothie Shop
42,Harbourfront,43.6405521,-79.37893709999999,SOCO Kitchen+Bar,43.64280448399251,-79.38392149415381,Bistro
43,Harbourfront,43.6405521,-79.37893709999999,Starbucks,43.63989328320199,-79.38100232755777,Coffee Shop
44,Harbourfront,43.6405521,-79.37893709999999,Labatt Breweries of Canada,43.63828189167837,-79.38037771487727,Brewery
45,Harbourfront,43.6405521,-79.37893709999999,Starbucks,43.643416968242754,-79.38089063422369,Coffee Shop
46,Harbourfront,43.6405521,-79.37893709999999,Pie Bar,43.63817355603517,-79.38054644461133,Pizza Place
47,Harbourfront,43.6405521,-79.37893709999999,Lavazza Espression,43.63953746292591,-79.38176322686563,Coffee Shop
48,Harbourfront,43.6405521,-79.37893709999999,McCafé,43.644490691919735,-79.38110912246584,Café
49,Harbourfront,43.6405521,-79.37893709999999,Corks,43.64249338656422,-79.38154042927468,Bar
50,Harbourfront,43.6405521,-79.37893709999999,Sushi Shop,43.64326409734469,-79.38117413882074,Restaurant
51,Harbourfront,43.6405521,-79.37893709999999,Starbucks,43.644580752794965,-79.38167197782931,Coffee Shop
52,Harbourfront,43.6405521,-79.37893709999999,World Café at Harbourfront Centre,43.63834730048568,-79.383045755058,Café
53,Harbourfront,43.6405521,-79.37893709999999,Tim Hortons,43.63882773618699,-79.38037276268005,Coffee Shop
54,Harbourfront,43.6405521,-79.37893709999999,Panago,43.64251764051932,-79.38359138522554,Pizza Place
55,Harbourfront,43.6405521,-79.37893709999999,Aria Ristorante,43.64329880302282,-79.38103414760897,Italian Restaurant
56,Harbourfront,43.6405521,-79.37893709999999,Uncle Tetsu's Japanese Cheesecake,43.64442750617172,-79.38131123056226,Bakery
57,Harbourfront,43.6405521,-79.37893709999999,Buster's Sea Cove,43.642636994917666,-79.38337001427526,Seafood Restaurant
58,Harbourfront,43.6405521,-79.37893709999999,Starbucks,43.64265659071355,-79.3833577475679,Coffee Shop
59,Harbourfront,43.6405521,-79.37893709999999,Subway,43.63946501862797,-79.38353346795704,Sandwich Place
60,Harbourfront,43.6405521,-79.37893709999999,Enwave Theatre,43.63863608843057,-79.38229942602973,Theater
61,Harbourfront,43.6405521,-79.37893709999999,Popeyes,43.639864,-79.381136,Fried Chicken Joint
62,Harbourfront,43.6405521,-79.37893709999999,Redpath Stage,43.63876358449261,-79.38331731184844,Music Venue
63,Harbourfront,43.6405521,-79.37893709999999,Pizza Pizza,43.63969347230513,-79.38179969787598,Pizza Place
64,Harbourfront,43.6405521,-79.37893709999999,WestJet Stage,43.63802210524934,-79.38353594515505,Music Venue
65,Harbourfront,43.6405521,-79.37893709999999,Lucky Clover Sports Pub,43.641136939105614,-79.38335124348639,Sports Bar
66,Harbourfront,43.6405521,-79.37893709999999,Iron Rose Tea Gallery,43.6400591104487,-79.38315167425998,Tea Room
67,Harbourfront,43.6405521,-79.37893709999999,TD Canada Trust,43.64219452552069,-79.38084349036222,Bank
68,Harbourfront,43.6405521,-79.37893709999999,Sobeys Urban Fresh,43.63946054004705,-79.38072681427002,Grocery Store
69,Harbourfront,43.6405521,-79.37893709999999,Sportchek,43.64279597071163,-79.38045194486561,Sporting Goods Shop
70,Harbourfront,43.6405521,-79.37893709999999,The Goodman Pub & Kitchen,43.638300916387905,-79.38000753984343,Restaurant
71,Harbourfront,43.6405521,-79.37893709999999,Queen's Quay Terminal,43.63831769002353,-79.38041263300326,Shopping Mall
72,Harbourfront,43.6405521,-79.37893709999999,Starbucks,43.64248403759282,-79.38137332505133,Coffee Shop
73,Harbourfront,43.6405521,-79.37893709999999,Thai Express,43.642641719286054,-79.38337455637549,Restaurant
74,Harbourfront,43.6405521,-79.37893709999999,Waterclub Gym & Pool,43.64002310860782,-79.38177707646237,Gym
75,Harbourfront,43.6405521,-79.37893709999999,LCBO,43.64259312255055,-79.38078107729677,Liquor Store
76,Harbourfront,43.6405521,-79.37893709999999,Spice Thai,43.63940652819094,-79.38445898645135,Thai Restaurant
77,Harbourfront,43.6405521,-79.37893709999999,Tim Hortons,43.64311617832066,-79.3831081688677,Coffee Shop
78,Harbourfront,43.6405521,-79.37893709999999,Pita & Grill,43.642446581014745,-79.38342950223203,Mediterranean Restaurant
79,Harbourfront,43.6405521,-79.37893709999999,Toronto Island Marina Tender Boat,43.639068296445174,-79.37974813282123,Boat or Ferry
80,Harbourfront,43.6405521,-79.37893709999999,Mariposa Cruises,43.63921207797641,-79.37978267669678,Boat or Ferry
81,Harbourfront,43.6405521,-79.37893709999999,CHAR No5.,43.642834958614266,-79.38400905346897,Whisky Bar
82,Harbourfront,43.6405521,-79.37893709999999,Captain Matthew Flinders Cruise Ship,43.63820663662973,-79.37962166602756,Boat or Ferry
83,Harbourfront,43.6405521,-79.37893709999999,The Pub at Labatt,43.63829813682531,-79.3802683480153,Bar
84,Harbourfront,43.6405521,-79.37893709999999,Northern Spirit,43.63808714114372,-79.37986360235158,Boat or Ferry
85,Harbourfront,43.6405521,-79.37893709999999,Pumpernickel's Deli,43.638162,-79.380339,Food Court
86,Harbourfront,43.6405521,-79.37893709999999,Water Taxi,43.63791564434246,-79.37964915882348,Boat or Ferry
87,Harbourfront,43.6405521,-79.37893709999999,Vineyards,43.639415,-79.383284,Wine Shop
88,Harbourfront,43.6405521,-79.37893709999999,Lakeside Local Bar & Grill,43.63839814350533,-79.38250286664274,Fast Food Restaurant
89,Harbourfront,43.6405521,-79.37893709999999,Studio Theatre,43.639046,-79.383277,Theater
90,Regent Park,43.660322799999996,-79.3620439,Regent Park Aquatic Centre,43.6606003130796,-79.36139162915349,Pool
91,Regent Park,43.660322799999996,-79.3620439,Daniels Spectrum,43.66013679276432,-79.36180783336452,Performing Arts Venue
92,Regent Park,43.660322799999996,-79.3620439,Sumach Espresso,43.65813540553308,-79.35951549011845,Coffee Shop
93,Regent Park,43.660322799999996,-79.3620439,Sukhothai,43.658444465539525,-79.36568085121628,Thai Restaurant
94,Regent Park,43.660322799999996,-79.3620439,Thai To Go,43.663418,-79.36071,Thai Restaurant
95,Regent Park,43.660322799999996,-79.3620439,Qi sushi,43.66255180762697,-79.36425843422568,Sushi Restaurant
96,Regent Park,43.660322799999996,-79.3620439,Dominion Pub and Kitchen,43.65691857501867,-79.35896684476664,Pub
97,Regent Park,43.660322799999996,-79.3620439,Paintbox Bistro,43.660050475903624,-79.36285470971839,Restaurant
98,Regent Park,43.660322799999996,-79.3620439,I Love Churros,43.65836361668554,-79.36558277878224,Food Truck
99,Regent Park,43.660322799999996,-79.3620439,Mercedes-Benz Downtown,43.66143119502613,-79.35658517368444,Auto Dealership
100,Regent Park,43.660322799999996,-79.3620439,Sultan Of Samosas,43.66022749787444,-79.36622571571063,Indian Restaurant
101,Regent Park,43.660322799999996,-79.3620439,Shoppers Drug Mart,43.66034122246874,-79.36164448589521,Pharmacy
102,Regent Park,43.660322799999996,-79.3620439,Vistek,43.65704640025721,-79.35966695607046,Electronics Store
103,Regent Park,43.660322799999996,-79.3620439,Wendy's,43.660403362711776,-79.36062902212149,Fast Food Restaurant
104,Regent Park,43.660322799999996,-79.3620439,The Beer Store,43.657773,-79.3574632,Beer Store
105,Regent Park,43.660322799999996,-79.3620439,Tim Hortons,43.65996482411354,-79.36114802956575,Coffee Shop
106,Regent Park,43.660322799999996,-79.3620439,FreshCo,43.65955158801718,-79.36585713164392,Grocery Store
107,Regent Park,43.660322799999996,-79.3620439,Tim Hortons,43.660001598222074,-79.36580195098941,Coffee Shop
108,Regent Park,43.660322799999996,-79.3620439,Savoury Grounds,43.656820970004496,-79.3589698353747,Coffee Shop
109,Regent Park,43.660322799999996,-79.3620439,Bark Place Hotel and Spaw,43.6614665351425,-79.3575533174757,Pet Store
110,Regent Park,43.660322799999996,-79.3620439,Cahoots Theatre Company,43.65601198436687,-79.36333349976007,Theater
111,Lawrence Heights,43.72277400000001,-79.45092799999998,Ted Baker London,43.72451893248142,-79.45270961233477,Clothing Store
112,Lawrence Heights,43.72277400000001,-79.45092799999998,Apple Yorkdale,43.7242596,-79.453133,Electronics Store
113,Lawrence Heights,43.72277400000001,-79.45092799999998,The Lego Store,43.725146367972975,-79.45297438060997,Toy / Game Store
114,Lawrence Heights,43.72277400000001,-79.45092799999998,Yorkdale Shopping Centre,43.72593936008051,-79.45142693927171,Shopping Mall
115,Lawrence Heights,43.72277400000001,-79.45092799999998,SEPHORA,43.725469563870774,-79.45199960939351,Cosmetics Shop
116,Lawrence Heights,43.72277400000001,-79.45092799999998,Louis Vuitton Toronto Holt Renfrew Yorkdale,43.72485940446512,-79.45147806645349,Leather Goods Store
117,Lawrence Heights,43.72277400000001,-79.45092799999998,Tiffany & Co.,43.724858,-79.452096,Jewelry Store
118,Lawrence Heights,43.72277400000001,-79.45092799999998,Nordstrom,43.7260282,-79.4493114,Clothing Store
119,Lawrence Heights,43.72277400000001,-79.45092799999998,JOEY,43.724131425481275,-79.45404167853917,American Restaurant
120,Lawrence Heights,43.72277400000001,-79.45092799999998,Holt Renfrew,43.72462470639476,-79.45166362398024,Clothing Store
121,Lawrence Heights,43.72277400000001,-79.45092799999998,UNIQLO ユニクロ,43.72644624289554,-79.450564443079,Clothing Store
122,Lawrence Heights,43.72277400000001,-79.45092799999998,DAVIDsTEA,43.724356324167395,-79.45389041357538,Tea Room
123,Lawrence Heights,43.72277400000001,-79.45092799999998,Williams-Sonoma,43.72549729371171,-79.45180914321543,Kitchen Supply Store
124,Lawrence Heights,43.72277400000001,-79.45092799999998,John Varvatos,43.724428411509365,-79.4536886988404,Men's Store
125,Lawrence Heights,43.72277400000001,-79.45092799999998,Purdys Chocolatier,43.72543278056035,-79.45221178126228,Chocolate Shop
126,Lawrence Heights,43.72277400000001,-79.45092799999998,Nadège,43.72549435365618,-79.44975749964433,Bakery
127,Lawrence Heights,43.72277400000001,-79.45092799999998,Disney store,43.725402,-79.450654,Toy / Game Store
128,Lawrence Heights,43.72277400000001,-79.45092799999998,The North Face,43.72446828543764,-79.45344896134173,Clothing Store
129,Lawrence Heights,43.72277400000001,-79.45092799999998,Zara,43.72581378585372,-79.45098261172777,Clothing Store
130,Lawrence Heights,43.72277400000001,-79.45092799999998,Starbucks,43.72463605173524,-79.45400730885653,Coffee Shop
131,Lawrence Heights,43.72277400000001,-79.45092799999998,Katz's Deli & Corned Beef Emporium,43.72144468980538,-79.45650431985334,Deli / Bodega
132,Lawrence Heights,43.72277400000001,-79.45092799999998,Godiva Chocolatier,43.7259875,-79.4542377,Chocolate Shop
133,Lawrence Heights,43.72277400000001,-79.45092799999998,Yuki Japanese Restaurant,43.72060971477955,-79.45611946822187,Sushi Restaurant
134,Lawrence Heights,43.72277400000001,-79.45092799999998,RH Courtyard Café,43.7248736,-79.4555364,Restaurant
135,Lawrence Heights,43.72277400000001,-79.45092799999998,MAC Cosmetics,43.72626627282128,-79.45233453335454,Cosmetics Shop
136,Lawrence Heights,43.72277400000001,-79.45092799999998,Ladurée Toronto,43.72564745827301,-79.45126510748175,Dessert Shop
137,Lawrence Heights,43.72277400000001,-79.45092799999998,Harry Rosen,43.72519597305966,-79.45399822742344,Men's Store
138,Lawrence Heights,43.72277400000001,-79.45092799999998,EB Games,43.72500758722503,-79.4501001121947,Video Game Store
139,Lawrence Heights,43.72277400000001,-79.45092799999998,American Eagle Outfitters,43.725656,-79.453966,Clothing Store
140,Lawrence Heights,43.72277400000001,-79.45092799999998,Shoppers Drug Mart,43.725605424696866,-79.45543349753932,Pharmacy
141,Lawrence Heights,43.72277400000001,-79.45092799999998,Indigo Books & Music,43.727006161344995,-79.45188256634867,Bookstore
142,Lawrence Heights,43.72277400000001,-79.45092799999998,Levi's,43.72518987998329,-79.45326085451003,Clothing Store
143,Lawrence Heights,43.72277400000001,-79.45092799999998,lululemon,43.7256858,-79.4502545,Sporting Goods Shop
144,Lawrence Heights,43.72277400000001,-79.45092799999998,SilverCity Yorkdale Cinemas,43.72699993064192,-79.4512895821115,Movie Theater
145,Lawrence Heights,43.72277400000001,-79.45092799999998,H&M,43.7263812,-79.45107999999999,Clothing Store
146,Lawrence Heights,43.72277400000001,-79.45092799999998,The Burger's Priest,43.72073005958045,-79.4564122001043,Burger Joint
147,Lawrence Heights,43.72277400000001,-79.45092799999998,All Saints,43.72437763616194,-79.45364623619574,Clothing Store
148,Lawrence Heights,43.72277400000001,-79.45092799999998,Burberry,43.7252365,-79.4521221,Boutique
149,Lawrence Heights,43.72277400000001,-79.45092799999998,Dine On 3,43.725890608726935,-79.452287937104,Food Court
150,Lawrence Heights,43.72277400000001,-79.45092799999998,Aritzia,43.72574251521719,-79.452062002811,Women's Store
151,Lawrence Heights,43.72277400000001,-79.45092799999998,Anthropologie,43.72445560536634,-79.45278705108937,Women's Store
152,Lawrence Heights,43.72277400000001,-79.45092799999998,Microsoft Store,43.72435016457455,-79.45387935663754,Electronics Store
153,Lawrence Heights,43.72277400000001,-79.45092799999998,Villa Madina,43.72589588877378,-79.45229195494557,Mediterranean Restaurant
154,Lawrence Heights,43.72277400000001,-79.45092799999998,Tory Burch,43.72513416751936,-79.45179615428003,Clothing Store
155,Lawrence Heights,43.72277400000001,-79.45092799999998,Papyrus,43.724779516151806,-79.45404664360773,Shopping Mall
156,Lawrence Heights,43.72277400000001,-79.45092799999998,Yogen Früz,43.72698291346063,-79.4516734445689,Frozen Yogurt Shop
157,Lawrence Heights,43.72277400000001,-79.45092799999998,espressamente illy,43.72629982857244,-79.45226418913342,Café
158,Lawrence Heights,43.72277400000001,-79.45092799999998,Topman,43.725752830163216,-79.45496511150792,Clothing Store
159,Lawrence Heights,43.72277400000001,-79.45092799999998,J.Crew,43.7253641,-79.4522096,Clothing Store
160,Lawrence Heights,43.72277400000001,-79.45092799999998,Chipotle Mexican Grill,43.72605275384398,-79.45215932122579,Mexican Restaurant
161,Lawrence Heights,43.72277400000001,-79.45092799999998,Popeyes Louisiana Kitchen,43.72247710118178,-79.45647214024791,Fried Chicken Joint
162,Lawrence Heights,43.72277400000001,-79.45092799999998,Starbucks,43.72523136261133,-79.44969774555035,Coffee Shop
163,Lawrence Heights,43.72277400000001,-79.45092799999998,Yorkdale Food Court,43.72593970794716,-79.45222775066644,Food Court
164,Lawrence Heights,43.72277400000001,-79.45092799999998,Michel's Bakery Café,43.7250815907643,-79.4533648520256,Bakery
165,Lawrence Heights,43.72277400000001,-79.45092799999998,Victoria's Secret,43.72585526240302,-79.45401330099416,Lingerie Store
166,Lawrence Heights,43.72277400000001,-79.45092799999998,Restoration Hardware,43.724805,-79.455377,Furniture / Home Store
167,Lawrence Heights,43.72277400000001,-79.45092799999998,Booster Juice,43.72634595,-79.45173423,Smoothie Shop
168,Lawrence Heights,43.72277400000001,-79.45092799999998,The Cheesecake Factory,43.726558963661,-79.45423998794942,American Restaurant
169,Lawrence Heights,43.72277400000001,-79.45092799999998,New York Fries,43.72623013276669,-79.45209815492886,Fast Food Restaurant
170,Lawrence Heights,43.72277400000001,-79.45092799999998,Tim Hortons,43.7251353,-79.4492059,Coffee Shop
171,Lawrence Heights,43.72277400000001,-79.45092799999998,GlowPress,43.72615402669818,-79.4521576759135,Sandwich Place
172,Lawrence Heights,43.72277400000001,-79.45092799999998,Bath & Body Works,43.72628727431926,-79.45243069163824,Cosmetics Shop
173,Lawrence Heights,43.72277400000001,-79.45092799999998,Old Navy,43.726116969655294,-79.45128485799322,Clothing Store
174,Lawrence Heights,43.72277400000001,-79.45092799999998,Sport Chek,43.72699618772995,-79.45159476443713,Sporting Goods Shop
175,Lawrence Heights,43.72277400000001,-79.45092799999998,Jamie's Italian,43.72668644119483,-79.45313253527624,Italian Restaurant
176,Lawrence Heights,43.72277400000001,-79.45092799999998,Subway,43.725941,-79.45222,Sandwich Place
177,Lawrence Heights,43.72277400000001,-79.45092799999998,KFC,43.72590794255101,-79.45229047937558,Fast Food Restaurant
178,Lawrence Heights,43.72277400000001,-79.45092799999998,Coach,43.72626205252242,-79.45222198234603,Accessories Store
179,Lawrence Heights,43.72277400000001,-79.45092799999998,Amaya Express,43.726163460557856,-79.45209535764381,Indian Restaurant
180,Lawrence Heights,43.72277400000001,-79.45092799999998,A&W Canada,43.725812,-79.451854,Fast Food Restaurant
181,Lawrence Heights,43.72277400000001,-79.45092799999998,Home Outfitters,43.726003269254356,-79.45163572176214,Furniture / Home Store
182,Lawrence Heights,43.72277400000001,-79.45092799999998,Big Smoke Burger,43.726083650497976,-79.45211311984093,Restaurant
183,Lawrence Heights,43.72277400000001,-79.45092799999998,Moxie's Classic Grill,43.72693515005538,-79.45173414534891,American Restaurant
184,Lawrence Heights,43.72277400000001,-79.45092799999998,Tim Hortons,43.722954436247576,-79.45606470108032,Coffee Shop
185,Lawrence Heights,43.72277400000001,-79.45092799999998,Starbucks,43.727173263531434,-79.45191566400703,Coffee Shop
186,Lawrence Heights,43.72277400000001,-79.45092799999998,TOPSHOP,43.72576740973308,-79.454838607162,Clothing Store
187,Lawrence Heights,43.72277400000001,-79.45092799999998,Tbooth wireless,43.72461465835467,-79.45374727249146,Mobile Phone Shop
188,Lawrence Heights,43.72277400000001,-79.45092799999998,Champs Sports,43.7248152,-79.4537924,Sporting Goods Shop
189,Lawrence Heights,43.72277400000001,-79.45092799999998,Best Buy Mobile,43.7246949,-79.4542064,Electronics Store
190,Lawrence Heights,43.72277400000001,-79.45092799999998,Fossil,43.72519663363993,-79.45363561422072,Accessories Store
191,Lawrence Heights,43.72277400000001,-79.45092799999998,TenRen's Tea Time 喫茶新饌,43.72692057648556,-79.45166490355616,Tea Room
192,Lawrence Heights,43.72277400000001,-79.45092799999998,TTC Platform Yorkdale,43.72508436920864,-79.44763384127717,Platform
193,Lawrence Heights,43.72277400000001,-79.45092799999998,Yorkdale Subway Station,43.725292803673206,-79.44782181921485,Metro Station
194,Lawrence Heights,43.72277400000001,-79.45092799999998,True Religion,43.72524268,-79.4542408,Clothing Store
195,Lawrence Heights,43.72277400000001,-79.45092799999998,SKECHERS Retail,43.72533572,-79.4547987,Shoe Store
196,Lawrence Heights,43.72277400000001,-79.45092799999998,The Pickle Barrel,43.72618124752699,-79.45385241738207,American Restaurant
197,Lawrence Heights,43.72277400000001,-79.45092799999998,Discount Car and Truck Rentals,43.72224812299429,-79.45634419038716,Rental Car Location
198,Lawrence Heights,43.72277400000001,-79.45092799999998,American Girl (inside Indigo),43.72700218586134,-79.45171264150751,Toy / Game Store
199,Lawrence Heights,43.72277400000001,-79.45092799999998,SilverCity Yorkdale AVX Theatre,43.72701082114808,-79.45006844456854,Movie Theater
200,Lawrence Heights,43.72277400000001,-79.45092799999998,Lids,43.727049996172454,-79.45167967591023,Accessories Store
201,Lawrence Heights,43.72277400000001,-79.45092799999998,Chapters,43.727127,-79.451858,Bookstore
202,Lawrence Heights,43.72277400000001,-79.45092799999998,European Jewellery,43.727022766258465,-79.45265765026852,Jewelry Store
203,Lawrence Heights,43.72277400000001,-79.45092799999998,Tuxedo Royale,43.72656104031543,-79.45417953348824,Men's Store
204,Lawrence Heights,43.72277400000001,-79.45092799999998,TTC Gateway Yorkdale,43.72522592934833,-79.44778441146707,Convenience Store
205,Lawrence Manor,43.7280111,-79.43944590000001,The Park,43.72729817149752,-79.43758964719355,Park
206,Lawrence Manor,43.7280111,-79.43944590000001,Baycrest Arena,43.72914008234731,-79.44304777697641,Skating Rink
207,Lawrence Manor,43.7280111,-79.43944590000001,Sportchek,43.7303860247442,-79.44211365913375,Gym / Fitness Center
208,Lawrence Manor,43.7280111,-79.43944590000001,Baycrest Park,43.72871876166545,-79.44501488823927,Playground
209,Queen's Park,43.6643658,-79.39232840000001,Queen's Park,43.66394609897775,-79.39217952520835,Park
210,Queen's Park,43.6643658,-79.39232840000001,Hart House Theatre,43.66357134217992,-79.3946163990837,Theater
211,Queen's Park,43.6643658,-79.39232840000001,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
212,Queen's Park,43.6643658,-79.39232840000001,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
213,Queen's Park,43.6643658,-79.39232840000001,Isabel Bader Theatre,43.66732927030892,-79.39260350506324,College Theater
214,Queen's Park,43.6643658,-79.39232840000001,Koerner Hall,43.667983280307865,-79.3959619437764,Concert Hall
215,Queen's Park,43.6643658,-79.39232840000001,Coffee Island,43.66427089680226,-79.38697157138014,Coffee Shop
216,Queen's Park,43.6643658,-79.39232840000001,Royal Ontario Museum - ROM Governors,43.66822609094647,-79.39380136609779,Office
217,Queen's Park,43.6643658,-79.39232840000001,Crown Princess Fine Dining 伯爵名宴,43.66645492941117,-79.38769789187712,Chinese Restaurant
218,Queen's Park,43.6643658,-79.39232840000001,Tokyo Sushi,43.665885330936845,-79.38697684868161,Sushi Restaurant
219,Queen's Park,43.6643658,-79.39232840000001,Gardiner Museum,43.66800862048502,-79.39333429209415,Art Museum
220,Queen's Park,43.6643658,-79.39232840000001,Tabriz Persian Cookhouse,43.66533,-79.387484,Persian Restaurant
221,Queen's Park,43.6643658,-79.39232840000001,Aroma Espresso Bar,43.66796263749082,-79.38887274197582,Café
222,Queen's Park,43.6643658,-79.39232840000001,Hero Certified Burgers,43.66506305816304,-79.38729454806868,Burger Joint
223,Queen's Park,43.6643658,-79.39232840000001,SEPHORA,43.668819,-79.392916,Cosmetics Shop
224,Queen's Park,43.6643658,-79.39232840000001,Hart House Gym,43.66417202442517,-79.39488839857401,Gym
225,Queen's Park,43.6643658,-79.39232840000001,Starbucks,43.66804370511656,-79.38883444591151,Coffee Shop
226,Queen's Park,43.6643658,-79.39232840000001,Second Cup,43.66549422185526,-79.38765204858025,Coffee Shop
227,Queen's Park,43.6643658,-79.39232840000001,Sushi Box,43.66295954544153,-79.38657996066198,Sushi Restaurant
228,Queen's Park,43.6643658,-79.39232840000001,Striker Sports Bar,43.66584034721275,-79.38689466516563,Sports Bar
229,Queen's Park,43.6643658,-79.39232840000001,Tim Hortons,43.66311020040962,-79.38975512981415,Coffee Shop
230,Queen's Park,43.6643658,-79.39232840000001,Subway,43.6676287693065,-79.38863146404228,Sandwich Place
231,Queen's Park,43.6643658,-79.39232840000001,Avocado,43.667682,-79.388509,Sushi Restaurant
232,Queen's Park,43.6643658,-79.39232840000001,Second Cup Coffee Co.,43.66535,-79.398376,Café
233,Queen's Park,43.6643658,-79.39232840000001,Yummy Zone,43.662755747929545,-79.38659907574278,Bubble Tea Shop
234,Queen's Park,43.6643658,-79.39232840000001,Subway,43.663825,-79.387024,Sandwich Place
235,Queen's Park,43.6643658,-79.39232840000001,Mullins Irish Alehouse,43.666303328791415,-79.38793556939271,Pub
236,Queen's Park,43.6643658,-79.39232840000001,7-Eleven,43.66599153869154,-79.38754767179489,Convenience Store
237,Queen's Park,43.6643658,-79.39232840000001,Green Grotto 綠的小窩,43.66582795892281,-79.38710451433707,Café
238,Queen's Park,43.6643658,-79.39232840000001,Tim Hortons,43.6647421,-79.3875292,Coffee Shop
